[1912月2022 19:44:20.498] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.1.86, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914]
[1912月2022 19:44:20.500] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.5 by Oracle Corporation
[1912月2022 19:44:20.588] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Administrator/AppData/Roaming/.minecraft/server/1.18.xie/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=SERVER
[1912月2022 19:44:20.851] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\Administrator\AppData\Roaming\.minecraft\server\1.18.xie\libraries\net\minecraftforge\fmlcore\1.18.2-40.1.86\fmlcore-1.18.2-40.1.86.jar is missing mods.toml file
[1912月2022 19:44:20.854] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\Administrator\AppData\Roaming\.minecraft\server\1.18.xie\libraries\net\minecraftforge\javafmllanguage\1.18.2-40.1.86\javafmllanguage-1.18.2-40.1.86.jar is missing mods.toml file
[1912月2022 19:44:20.857] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\Administrator\AppData\Roaming\.minecraft\server\1.18.xie\libraries\net\minecraftforge\lowcodelanguage\1.18.2-40.1.86\lowcodelanguage-1.18.2-40.1.86.jar is missing mods.toml file
[1912月2022 19:44:20.859] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\Administrator\AppData\Roaming\.minecraft\server\1.18.xie\libraries\net\minecraftforge\mclanguage\1.18.2-40.1.86\mclanguage-1.18.2-40.1.86.jar is missing mods.toml file
[1912月2022 19:44:20.902] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[1912月2022 19:44:21.984] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[1912月2022 19:44:34.463] [main/INFO] [quark/]: Loading Module Chains Connect Blocks
[1912月2022 19:44:34.463] [main/INFO] [quark/]: Loading Module Wooden Posts
[1912月2022 19:44:34.464] [main/INFO] [quark/]: Loading Module Vertical Slabs
[1912月2022 19:44:34.464] [main/INFO] [quark/]: Loading Module Vertical Planks
[1912月2022 19:44:34.464] [main/INFO] [quark/]: Loading Module Variant Ladders
[1912月2022 19:44:34.464] [main/INFO] [quark/]: Loading Module Variant Furnaces
[1912月2022 19:44:34.465] [main/INFO] [quark/]: Loading Module Variant Chests
[1912月2022 19:44:34.467] [main/INFO] [quark/]: Loading Module Variant Bookshelves
[1912月2022 19:44:34.467] [main/INFO] [quark/]: Loading Module Thatch
[1912月2022 19:44:34.468] [main/INFO] [quark/]: Loading Module Sturdy Stone
[1912月2022 19:44:34.468] [main/INFO] [quark/]: Loading Module Stools
[1912月2022 19:44:34.469] [main/INFO] [quark/]: Loading Module Soul Sandstone
[1912月2022 19:44:34.469] [main/INFO] [quark/]: Loading Module Shingles
[1912月2022 19:44:34.469] [main/INFO] [quark/]: Loading Module Shear Vines
[1912月2022 19:44:34.469] [main/INFO] [quark/]: Loading Module Rope
[1912月2022 19:44:34.470] [main/INFO] [quark/]: Loading Module Oriental Palette
[1912月2022 19:44:34.470] [main/INFO] [quark/]: Loading Module Nether Brick Fence Gate
[1912月2022 19:44:34.470] [main/INFO] [quark/]: Loading Module More Stone Variants
[1912月2022 19:44:34.470] [main/INFO] [quark/]: Loading Module More Potted Plants
[1912月2022 19:44:34.471] [main/INFO] [quark/]: Loading Module More Brick Types
[1912月2022 19:44:34.471] [main/INFO] [quark/]: Loading Module Midori
[1912月2022 19:44:34.471] [main/INFO] [quark/]: Loading Module Leaf Carpet
[1912月2022 19:44:34.472] [main/INFO] [quark/]: Loading Module Industrial Palette
[1912月2022 19:44:34.472] [main/INFO] [quark/]: Loading Module Hedges
[1912月2022 19:44:34.472] [main/INFO] [quark/]: Loading Module Grate
[1912月2022 19:44:34.472] [main/INFO] [quark/]: Loading Module Gold Bars
[1912月2022 19:44:34.473] [main/INFO] [quark/]: Loading Module Glass Item Frame
[1912月2022 19:44:34.473] [main/INFO] [quark/]: Loading Module Framed Glass
[1912月2022 19:44:34.474] [main/INFO] [quark/]: Loading Module Duskbound Blocks
[1912月2022 19:44:34.474] [main/INFO] [quark/]: Loading Module Compressed Blocks
[1912月2022 19:44:34.474] [main/INFO] [quark/]: Loading Module Celebratory Lamps
[1912月2022 19:44:34.474] [main/INFO] [quark/]: Loading Module Quick Armor Swapping
[1912月2022 19:44:34.475] [main/INFO] [quark/]: Loading Module Item Sharing
[1912月2022 19:44:34.475] [main/INFO] [quark/]: Loading Module Inventory Sorting
[1912月2022 19:44:34.475] [main/INFO] [quark/]: Loading Module Hotbar Changer
[1912月2022 19:44:34.476] [main/INFO] [quark/]: Loading Module Expanded Item Interactions
[1912月2022 19:44:34.483] [main/INFO] [quark/]: Loading Module Easy Transfering
[1912月2022 19:44:34.484] [main/INFO] [quark/]: Loading Module Chests In Boats
[1912月2022 19:44:34.485] [main/INFO] [quark/]: Loading Module Trowel
[1912月2022 19:44:34.485] [main/INFO] [quark/]: Loading Module Slime In A Bucket
[1912月2022 19:44:34.486] [main/INFO] [quark/]: Loading Module Seed Pouch
[1912月2022 19:44:34.487] [main/INFO] [quark/]: Loading Module Pickarang
[1912月2022 19:44:34.487] [main/INFO] [quark/]: Loading Module Pathfinder Maps
[1912月2022 19:44:34.488] [main/INFO] [quark/]: Loading Module Parrot Eggs
[1912月2022 19:44:34.488] [main/INFO] [quark/]: Loading Module Endermosh Music Disc
[1912月2022 19:44:34.488] [main/INFO] [quark/]: Loading Module Color Runes
[1912月2022 19:44:34.489] [main/INFO] [quark/]: Loading Module Camera
[1912月2022 19:44:34.489] [main/INFO] [quark/]: Loading Module Bundle Recipe
[1912月2022 19:44:34.489] [main/INFO] [quark/]: Loading Module Bottled Cloud
[1912月2022 19:44:34.506] [main/INFO] [quark/]: Loading Module Beacon Redirection
[1912月2022 19:44:34.534] [main/INFO] [quark/]: Loading Module Ancient Tomes
[1912月2022 19:44:34.663] [main/INFO] [quark/]: Loading Module Ambient Discs
[1912月2022 19:44:34.778] [main/INFO] [quark/]: Loading Module Abacus
[1912月2022 19:44:34.779] [main/INFO] [quark/]: Loading Module Villagers Follow Emeralds
[1912月2022 19:44:34.784] [main/INFO] [quark/]: Loading Module Vexes Die With Their Masters
[1912月2022 19:44:34.811] [main/INFO] [quark/]: Loading Module Utility Recipes
[1912月2022 19:44:34.812] [main/INFO] [quark/]: Loading Module Snow Golem Player Heads
[1912月2022 19:44:34.815] [main/INFO] [quark/]: Loading Module Simple Harvest
[1912月2022 19:44:34.816] [main/INFO] [quark/]: Loading Module Sign Editing
[1912月2022 19:44:34.819] [main/INFO] [quark/]: Loading Module Replace Scaffolding
[1912月2022 19:44:34.819] [main/INFO] [quark/]: Loading Module Reacharound Placing
[1912月2022 19:44:34.819] [main/INFO] [quark/]: Loading Module Poison Potato Usage
[1912月2022 19:44:34.820] [main/INFO] [quark/]: Loading Module Pig Litters
[1912月2022 19:44:34.821] [main/INFO] [quark/]: Loading Module Pat The Dogs
[1912月2022 19:44:34.822] [main/INFO] [quark/]: Loading Module Note Block Mob Sounds
[1912月2022 19:44:34.822] [main/INFO] [quark/]: Loading Module More Banner Layers
[1912月2022 19:44:34.823] [main/INFO] [quark/]: Loading Module Lock Rotation
[1912月2022 19:44:34.824] [main/INFO] [quark/]: Loading Module Hoe Harvesting
[1912月2022 19:44:34.825] [main/INFO] [quark/]: Loading Module Grab Chickens
[1912月2022 19:44:34.826] [main/INFO] [quark/]: Loading Module Glass Shard
[1912月2022 19:44:34.826] [main/INFO] [quark/]: Loading Module Enhanced Ladders
[1912月2022 19:44:34.827] [main/INFO] [quark/]: Loading Module Emotes
[1912月2022 19:44:34.827] [main/INFO] [quark/]: Loading Module Dragon Scales
[1912月2022 19:44:34.827] [main/INFO] [quark/]: Loading Module Double Door Opening
[1912月2022 19:44:34.827] [main/INFO] [quark/]: Loading Module Compasses Work Everywhere
[1912月2022 19:44:34.828] [main/INFO] [quark/]: Loading Module Campfires Boost Elytra
[1912月2022 19:44:34.828] [main/INFO] [quark/]: Loading Module Better Elytra Rocket
[1912月2022 19:44:34.829] [main/INFO] [quark/]: Loading Module Automatic Recipe Unlock
[1912月2022 19:44:34.829] [main/INFO] [quark/]: Loading Module Armed Armor Stands
[1912月2022 19:44:34.830] [main/INFO] [quark/]: Loading Module Skull Pikes
[1912月2022 19:44:34.830] [main/INFO] [quark/]: Loading Module Spiral Spires
[1912月2022 19:44:34.830] [main/INFO] [quark/]: Loading Module Permafrost
[1912月2022 19:44:34.831] [main/INFO] [quark/]: Loading Module No More Lava Pockets
[1912月2022 19:44:34.831] [main/INFO] [quark/]: Loading Module New Stone Types
[1912月2022 19:44:34.831] [main/INFO] [quark/]: Loading Module Nether Obsidian Spikes
[1912月2022 19:44:34.831] [main/INFO] [quark/]: Loading Module Monster Box
[1912月2022 19:44:34.832] [main/INFO] [quark/]: Loading Module Glimmering Weald
[1912月2022 19:44:34.832] [main/INFO] [quark/]: Loading Module Fairy Rings
[1912月2022 19:44:34.832] [main/INFO] [quark/]: Loading Module Corundum
[1912月2022 19:44:34.832] [main/INFO] [quark/]: Loading Module Chorus Vegetation
[1912月2022 19:44:34.833] [main/INFO] [quark/]: Loading Module Blossom Trees
[1912月2022 19:44:34.833] [main/INFO] [quark/]: Loading Module Big Stone Clusters
[1912月2022 19:44:34.833] [main/INFO] [quark/]: Loading Module Big Dungeon
[1912月2022 19:44:34.833] [main/INFO] [quark/]: Loading Module Azalea Wood
[1912月2022 19:44:34.833] [main/INFO] [quark/]: Loading Module Wraith
[1912月2022 19:44:34.834] [main/INFO] [quark/]: Loading Module Toretoise
[1912月2022 19:44:34.834] [main/INFO] [quark/]: Loading Module Stonelings
[1912月2022 19:44:34.834] [main/INFO] [quark/]: Loading Module Shiba
[1912月2022 19:44:34.834] [main/INFO] [quark/]: Loading Module Frogs
[1912月2022 19:44:34.835] [main/INFO] [quark/]: Loading Module Foxhound
[1912月2022 19:44:34.844] [main/INFO] [quark/]: Loading Module Forgotten
[1912月2022 19:44:34.844] [main/INFO] [quark/]: Loading Module Crabs
[1912月2022 19:44:34.845] [main/INFO] [quark/]: Loading Module Variant Animal Textures
[1912月2022 19:44:34.845] [main/INFO] [quark/]: Loading Module Uses For Curses
[1912月2022 19:44:34.845] [main/INFO] [quark/]: Loading Module Usage Ticker
[1912月2022 19:44:34.845] [main/INFO] [quark/]: Loading Module Soul Candles
[1912月2022 19:44:34.845] [main/INFO] [quark/]: Loading Module Microcrafting Helper
[1912月2022 19:44:34.846] [main/INFO] [quark/]: Loading Module Improved Tooltips
[1912月2022 19:44:34.846] [main/INFO] [quark/]: Loading Module Greener Grass
[1912月2022 19:44:34.846] [main/INFO] [quark/]: Loading Module Chest Searching
[1912月2022 19:44:34.846] [main/INFO] [quark/]: Loading Module Back Button Keybind
[1912月2022 19:44:34.846] [main/INFO] [quark/]: Loading Module Auto Walk Keybind
[1912月2022 19:44:34.847] [main/INFO] [quark/]: Loading Module Zombie Villagers On Normal
[1912月2022 19:44:34.847] [main/INFO] [quark/]: Loading Module Spawner Replacer
[1912月2022 19:44:34.847] [main/INFO] [quark/]: Loading Module Overlay Shader
[1912月2022 19:44:34.847] [main/INFO] [quark/]: Loading Module Narrator Readout
[1912月2022 19:44:34.847] [main/INFO] [quark/]: Loading Module Game Nerfs
[1912月2022 19:44:34.848] [main/INFO] [quark/]: Loading Module Enchantments Begone
[1912月2022 19:44:34.848] [main/INFO] [quark/]: Loading Module Adjustable Chat
[1912月2022 19:44:34.848] [main/INFO] [quark/]: Loading Module Totem Of Holding
[1912月2022 19:44:34.848] [main/INFO] [quark/]: Loading Module Tiny Potato
[1912月2022 19:44:34.848] [main/INFO] [quark/]: Loading Module Pipes
[1912月2022 19:44:34.849] [main/INFO] [quark/]: Loading Module Matrix Enchanting
[1912月2022 19:44:34.849] [main/INFO] [quark/]: Loading Module Magnets
[1912月2022 19:44:34.849] [main/INFO] [quark/]: Loading Module Crate
[1912月2022 19:44:34.849] [main/INFO] [quark/]: Loading Module Backpack
[1912月2022 19:44:34.850] [main/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[1912月2022 19:44:34.886] [modloading-worker-0/INFO] [me.jissee.chess.Chess/]: HELLO FROM PREINIT
[1912月2022 19:44:34.887] [modloading-worker-0/INFO] [me.jissee.chess.Chess/]: DIRT BLOCK >> minecraft:dirt
[1912月2022 19:44:34.889] [modloading-worker-0/INFO] [firstaid/]: firstaid starting...
[1912月2022 19:44:34.913] [modloading-worker-0/INFO] [integrateddynamics/]: Registered packet handler.
[1912月2022 19:44:34.939] [modloading-worker-0/INFO] [integrateddynamicscompat/]: Registered packet handler.
[1912月2022 19:44:34.953] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[1912月2022 19:44:34.956] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step SETUP
[1912月2022 19:44:35.015] [modloading-worker-0/INFO] [integrateddynamics/]: Registered packet handler.
[1912月2022 19:44:35.213] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cyclopscore] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/cyclops-core.json
[1912月2022 19:44:36.525] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cyclopscore] Found status: OUTDATED Current: 1.16.0 Target: 1.16.1
[1912月2022 19:44:36.529] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cgm] Starting version check at https://raw.githubusercontent.com/MrCrayfish/ModUpdates/master/cgm/update.json
[1912月2022 19:44:36.625] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [cgm] Found status: BETA Current: 1.2.7 Target: null
[1912月2022 19:44:36.625] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integratedterminals] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/integrated-terminals.json
[1912月2022 19:44:36.708] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integratedterminals] Found status: OUTDATED Current: 1.4.2 Target: 1.4.3
[1912月2022 19:44:36.709] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [travelersbackpack] Starting version check at https://gist.githubusercontent.com/Tiviacz1337/906937677aa472285dff9d6c2a189d5e/raw
[1912月2022 19:44:37.283] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [travelersbackpack] Found status: UP_TO_DATE Current: 7.1.18 Target: null
[1912月2022 19:44:37.283] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [additionalguns] Starting version check at https://raw.githubusercontent.com/Pinelog-Studios/VersionChecker/main/additionalguns/update.json
[1912月2022 19:44:37.364] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [additionalguns] Found status: BETA Current: 0.7.2 Target: 0.7.2
[1912月2022 19:44:37.364] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[1912月2022 19:44:38.067] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: OUTDATED Current: 40.1.86 Target: 40.1.87
[1912月2022 19:44:38.068] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [twilightforest] Starting version check at https://gh.tamaized.com/TeamTwilight/twilightforest/update.json
[1912月2022 19:44:38.576] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [twilightforest] Found status: UP_TO_DATE Current: 4.1.1423 Target: null
[1912月2022 19:44:38.576] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integratedcrafting] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/integrated-crafting.json
[1912月2022 19:44:38.989] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integratedcrafting] Found status: UP_TO_DATE Current: 1.0.25 Target: null
[1912月2022 19:44:38.989] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [commoncapabilities] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/common-capabilities.json
[1912月2022 19:44:39.072] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [commoncapabilities] Found status: UP_TO_DATE Current: 2.8.2 Target: null
[1912月2022 19:44:39.072] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [trapcraft] Starting version check at https://www.dropbox.com/s/raw/pzo9jfvjlq1obvh/version-trapcraft.json
[1912月2022 19:44:40.035] [Forge Version Check/WARN] [net.minecraftforge.fml.VersionChecker/]: Failed to process update information
javax.net.ssl.SSLHandshakeException: Remote host terminated the handshake
	at jdk.internal.net.http.HttpClientImpl.send(HttpClientImpl.java:578) ~[java.net.http:?]
	at jdk.internal.net.http.HttpClientFacade.send(HttpClientFacade.java:123) ~[java.net.http:?]
	at net.minecraftforge.fml.VersionChecker$1.openUrlString(VersionChecker.java:139) ~[fmlcore-1.18.2-40.1.86.jar%2390!/:?]
	at net.minecraftforge.fml.VersionChecker$1.process(VersionChecker.java:177) ~[fmlcore-1.18.2-40.1.86.jar%2390!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) [?:?]
	at net.minecraftforge.fml.VersionChecker$1.run(VersionChecker.java:114) [fmlcore-1.18.2-40.1.86.jar%2390!/:?]
Caused by: javax.net.ssl.SSLHandshakeException: Remote host terminated the handshake
	at jdk.internal.net.http.common.SSLTube.checkForHandshake(SSLTube.java:595) ~[java.net.http:?]
	at jdk.internal.net.http.common.SSLTube$SSLTubeFlowDelegate.checkForHandshake(SSLTube.java:156) ~[java.net.http:?]
	at jdk.internal.net.http.common.SSLFlowDelegate$Reader.errorCommon(SSLFlowDelegate.java:365) ~[java.net.http:?]
	at jdk.internal.net.http.common.SubscriberWrapper.onError(SubscriberWrapper.java:410) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$InternalReadPublisher$ReadSubscription.signalCompletion(SocketTube.java:637) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$InternalReadPublisher$InternalReadSubscription.read(SocketTube.java:821) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$SocketFlowTask.run(SocketTube.java:181) ~[java.net.http:?]
	at jdk.internal.net.http.common.SequentialScheduler$SchedulableTask.run(SequentialScheduler.java:230) ~[java.net.http:?]
	at jdk.internal.net.http.common.SequentialScheduler.runOrSchedule(SequentialScheduler.java:303) ~[java.net.http:?]
	at jdk.internal.net.http.common.SequentialScheduler.runOrSchedule(SequentialScheduler.java:256) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$InternalReadPublisher$InternalReadSubscription.signalReadable(SocketTube.java:774) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$InternalReadPublisher$ReadEvent.signalEvent(SocketTube.java:957) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$SocketFlowEvent.handle(SocketTube.java:253) ~[java.net.http:?]
	at jdk.internal.net.http.HttpClientImpl$SelectorManager.handleEvent(HttpClientImpl.java:979) ~[java.net.http:?]
	at jdk.internal.net.http.HttpClientImpl$SelectorManager.lambda$run$3(HttpClientImpl.java:934) ~[java.net.http:?]
	at java.util.ArrayList.forEach(ArrayList.java:1511) ~[?:?]
	at jdk.internal.net.http.HttpClientImpl$SelectorManager.run(HttpClientImpl.java:934) ~[java.net.http:?]
Caused by: java.net.SocketException: Connection reset
	at sun.nio.ch.SocketChannelImpl.throwConnectionReset(SocketChannelImpl.java:394) ~[?:?]
	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:426) ~[?:?]
	at jdk.internal.net.http.SocketTube.readAvailable(SocketTube.java:1170) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$InternalReadPublisher$InternalReadSubscription.read(SocketTube.java:833) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$SocketFlowTask.run(SocketTube.java:181) ~[java.net.http:?]
	at jdk.internal.net.http.common.SequentialScheduler$SchedulableTask.run(SequentialScheduler.java:230) ~[java.net.http:?]
	at jdk.internal.net.http.common.SequentialScheduler.runOrSchedule(SequentialScheduler.java:303) ~[java.net.http:?]
	at jdk.internal.net.http.common.SequentialScheduler.runOrSchedule(SequentialScheduler.java:256) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$InternalReadPublisher$InternalReadSubscription.signalReadable(SocketTube.java:774) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$InternalReadPublisher$ReadEvent.signalEvent(SocketTube.java:957) ~[java.net.http:?]
	at jdk.internal.net.http.SocketTube$SocketFlowEvent.handle(SocketTube.java:253) ~[java.net.http:?]
	at jdk.internal.net.http.HttpClientImpl$SelectorManager.handleEvent(HttpClientImpl.java:979) ~[java.net.http:?]
	at jdk.internal.net.http.HttpClientImpl$SelectorManager.lambda$run$3(HttpClientImpl.java:934) ~[java.net.http:?]
	at java.util.ArrayList.forEach(ArrayList.java:1511) ~[?:?]
	at jdk.internal.net.http.HttpClientImpl$SelectorManager.run(HttpClientImpl.java:934) ~[java.net.http:?]
[1912月2022 19:44:40.036] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integrateddynamics] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/integrated-dynamics.json
[1912月2022 19:44:40.176] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integrateddynamics] Found status: OUTDATED Current: 1.12.0 Target: 1.12.2
[1912月2022 19:44:40.177] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integratedtunnels] Starting version check at https://raw.githubusercontent.com/CyclopsMC/Versions/master/forge_update/integrated-tunnels.json
[1912月2022 19:44:40.262] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [integratedtunnels] Found status: OUTDATED Current: 1.8.16 Target: 1.8.17
[1912月2022 19:44:40.262] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [tombstone] Starting version check at https://raw.githubusercontent.com/Corail31/tombstone_lite/master/update.json
[1912月2022 19:44:40.348] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [tombstone] Found status: UP_TO_DATE Current: 7.5.8 Target: null
[1912月2022 19:44:40.348] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [framework] Starting version check at https://mrcrayfish.com/modupdatejson?id=framework
[1912月2022 19:44:40.656] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key cgm:aiming for minecraft:player
[1912月2022 19:44:40.656] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key cgm:shooting for minecraft:player
[1912月2022 19:44:40.657] [main/INFO] [Framework/SYNCED_ENTITY_DATA]: Registered synced data key cgm:reloading for minecraft:player
[1912月2022 19:44:40.671] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the class com.tiviacz.travelersbackpack.fluids.effects.WaterEffect as a FluidEffect for Water with the ID 0
[1912月2022 19:44:40.671] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the class com.tiviacz.travelersbackpack.fluids.effects.LavaEffect as a FluidEffect for Lava with the ID 1
[1912月2022 19:44:40.671] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the class com.tiviacz.travelersbackpack.fluids.effects.PotionEffect as a FluidEffect for fluid.travelersbackpack.potion_fluid with the ID 2
[1912月2022 19:44:40.672] [main/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Registered the class com.tiviacz.travelersbackpack.fluids.effects.MilkEffect as a FluidEffect for Milk with the ID 3
[1912月2022 19:44:40.700] [modloading-worker-0/INFO] [xaero.common.server.XaeroMinimapServer/]: Loading Xaero's Minimap - Stage 1/2 (Server)
[1912月2022 19:44:40.701] [main/INFO] [xaero.common.server.XaeroMinimapServer/]: Loading Xaero's Minimap - Stage 2/2 (Server)
[1912月2022 19:44:40.705] [modloading-worker-0/INFO] [me.jissee.chess.Chess/]: Hello world from the MDK
[1912月2022 19:44:40.705] [modloading-worker-0/INFO] [me.jissee.chess.Chess/]: Got IMC [Hello world]
[1912月2022 19:44:40.707] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step LOAD_COMPLETE
[1912月2022 19:44:40.709] [modloading-worker-0/INFO] [AttributeFix/]: Loaded values for 21 compatible attributes.
[1912月2022 19:44:40.711] [modloading-worker-0/INFO] [Waila/]: Start loading plugin at mcp.mobius.waila.addons.core.CorePlugin
[1912月2022 19:44:40.711] [modloading-worker-0/INFO] [AttributeFix/]: Loaded 21 values from config.
[1912月2022 19:44:40.714] [modloading-worker-0/INFO] [Waila/]: Start loading plugin at com.blakebr0.extendedcrafting.compat.JadeCompat
[1912月2022 19:44:40.714] [modloading-worker-0/INFO] [AttributeFix/]: Saving config file. 21 entries.
[1912月2022 19:44:40.715] [modloading-worker-0/INFO] [AttributeFix/]: Applying changes for 21 attributes.
[1912月2022 19:44:40.716] [modloading-worker-0/INFO] [Waila/]: Start loading plugin at net.blay09.mods.waystones.compat.WailaProvider
[1912月2022 19:44:40.717] [modloading-worker-0/INFO] [Waila/]: Start loading plugin at snownee.jade.VanillaPlugin
[1912月2022 19:44:40.718] [modloading-worker-0/WARN] [minecolonies/]: Register mappings
[1912月2022 19:44:40.722] [modloading-worker-0/INFO] [Waila/]: Start loading plugin at ovh.corail.tombstone.compatibility.IntegrationWaila
[1912月2022 19:44:41.560] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [framework] Found status: BETA Current: 0.2.4 Target: 0.2.4
[1912月2022 19:44:41.560] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [fallingtree] Starting version check at https://raw.githubusercontent.com/wiki/RakSrinaNa/FallingTree/assets/update.json
[1912月2022 19:44:41.932] [Forge Version Check/WARN] [net.minecraftforge.fml.VersionChecker/]: Failed to process update information
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was NUMBER at line 1 column 4 path $
	at com.google.gson.Gson.fromJson(Gson.java:975) ~[gson-2.8.9.jar%2320!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:928) ~[gson-2.8.9.jar%2320!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:877) ~[gson-2.8.9.jar%2320!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:848) ~[gson-2.8.9.jar%2320!/:?]
	at net.minecraftforge.fml.VersionChecker$1.process(VersionChecker.java:183) ~[fmlcore-1.18.2-40.1.86.jar%2390!/:?]
	at java.lang.Iterable.forEach(Iterable.java:75) [?:?]
	at net.minecraftforge.fml.VersionChecker$1.run(VersionChecker.java:114) [fmlcore-1.18.2-40.1.86.jar%2390!/:?]
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was NUMBER at line 1 column 4 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:384) ~[gson-2.8.9.jar%2320!/:?]
	at com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter.read(MapTypeAdapterFactory.java:183) ~[gson-2.8.9.jar%2320!/:?]
